시군구,번지,본번,부번,단지명,면적,계약년월,계약일,가격,층,건축년도,도로명
대구광역시 수성구 만촌동,777,777,0,만촌우방타운2단지,59.73,201910,26,"25,300",15,1996,교학로11길 91
대구광역시 수성구 만촌동,777,777,0,만촌우방타운2단지,59.73,201910,29,"24,000",3,1996,교학로11길 91
대구광역시 수성구 만촌동,995-1,995,1,만촌태왕리더스,59.692,201910,16,"34,000",11,2004,무열로 47
대구광역시 수성구 만촌동,272,272,0,만촌화성파크스위트,84.8923,201910,16,"26,850",6,2005,화랑로34길 141
대구광역시 수성구 만촌동,1356-3,1356,3,메트로팔레스1,134.98,201910,11,"63,900",9,2003,동원로 135
대구광역시 수성구 만촌동,1356-3,1356,3,메트로팔레스1,134.98,201910,22,"59,500",1,2003,동원로 135
대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,74.91,201910,16,"36,150",12,2003,동원로 109
대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,74.91,201910,21,"37,650",15,2003,동원로 123
대구광역시 수성구 만촌동,1356-7,1356,7,메트로팔레스2,84.93,201910,22,"44,200",8,2003,동원로 123
대구광역시 수성구 만촌동,1046-10,1046,10,수성2차e-편한세상,121.0597,201910,25,"93,500",17,2007,달구벌대로522길 33
대구광역시 수성구 만촌동,641,641,0,수성풀비체,84.7456,201910,24,"32,100",7,2007,화랑로32길 91
대구광역시 수성구 매호동,1330,1330,0,누리타운,59.97,201910,3,"18,900",6,1995,달구벌대로637길 21
대구광역시 수성구 매호동,1330,1330,0,누리타운,59.97,201910,27,"19,000",12,1995,달구벌대로637길 21
대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,201910,2,"11,300",3,1995,천을로 131
대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,201910,10,"11,500",9,1995,천을로 131
대구광역시 수성구 매호동,1324,1324,0,두레타운,39.9,201910,19,"12,500",12,1995,천을로 131
대구광역시 수성구 매호동,1040,1040,0,매호동서타운,59.9,201910,5,"21,000",5,1995,천을로 180
대구광역시 수성구 매호동,1040,1040,0,매호동서타운,84.98,201910,18,"30,000",15,1995,천을로 180
대구광역시 수성구 매호동,1040,1040,0,매호동서타운,59.9,201910,22,"20,700",9,1995,천을로 180
대구광역시 수성구 매호동,750,750,0,매호효성백년가약,84.9726,201910,22,"36,200",16,2006,천을로23길 31
대구광역시 수성구 매호동,1077-1,1077,1,시지매호2동서,59.93,201910,8,"24,400",15,1999,달구벌대로641길 8
대구광역시 수성구 매호동,1055,1055,0,시지협화타운2,84.84,201910,18,"22,700",15,1996,천을로 181
대구광역시 수성구 매호동,1055,1055,0,시지협화타운2,84.84,201910,31,"26,000",6,1996,천을로 181
대구광역시 수성구 매호동,1331,1331,0,하나타운,45.69,201910,2,"15,950",8,1995,고산로 123
대구광역시 수성구 매호동,1331,1331,0,하나타운,45.69,201910,2,"17,000",11,1995,고산로 123
대구광역시 수성구 매호동,1331,1331,0,하나타운,45.69,201910,9,"16,000",7,1995,고산로 123
대구광역시 수성구 매호동,1331,1331,0,하나타운,49.92,201910,10,"16,500",7,1995,고산로 123
대구광역시 수성구 매호동,1331,1331,0,하나타운,49.92,201910,19,"18,200",8,1995,고산로 123
대구광역시 수성구 매호동,979-4,979,4,한일유앤아이,84.9925,201910,1,"43,000",14,2006,고산로 162
대구광역시 수성구 범물동,887,887,0,두성,84.97,201910,28,"19,700",2,1996,지범로 300
대구광역시 수성구 범물동,1332,1332,0,"범물에덴,신화아파트",83.46,201910,15,"24,500",10,1992,지범로40길 6
대구광역시 수성구 범물동,1269,1269,0,범물영남,84.385,201910,17,"28,500",14,1992,용학로 316
대구광역시 수성구 범물동,1269,1269,0,범물영남,84.385,201910,21,"29,000",11,1992,용학로 316
대구광역시 수성구 범물동,1261,1261,0,범물하이츠,49.935,201910,3,"15,300",10,1992,용학로 336
대구광역시 수성구 범물동,1261,1261,0,범물하이츠,41.85,201910,9,"11,000",6,1992,용학로 336
대구광역시 수성구 범물동,1261,1261,0,범물하이츠,41.85,201910,24,"11,350",11,1992,용학로 336
대구광역시 수성구 범물동,1336,1336,0,범물한라맨션,84.85,201910,10,"27,000",7,1992,용학로 272
대구광역시 수성구 범물동,1336,1336,0,범물한라맨션,84.85,201910,10,"28,000",13,1992,용학로 272
대구광역시 수성구 범물동,1336,1336,0,범물한라맨션,71.88,201910,12,"20,000",9,1992,용학로 272
대구광역시 수성구 범물동,1336,1336,0,범물한라맨션,132.01,201910,16,"35,300",5,1992,용학로 272
대구광역시 수성구 범물동,1336,1336,0,범물한라맨션,132.01,201910,31,"38,000",15,1992,용학로 272
대구광역시 수성구 범물동,697-1,697,1,보성송정타운,59.96,201910,1,"16,850",10,1995,지범로46길 43
대구광역시 수성구 범물동,697-1,697,1,보성송정타운,84.99,201910,4,"21,000",1,1995,지범로46길 43
대구광역시 수성구 범물동,697-1,697,1,보성송정타운,59.96,201910,5,"16,500",5,1995,지범로46길 43
대구광역시 수성구 범물동,697-1,697,1,보성송정타운,59.96,201910,6,"14,400",16,1995,지범로46길 43
대구광역시 수성구 범물동,697-1,697,1,보성송정타운,59.96,201910,10,"18,900",8,1995,지범로46길 43
대구광역시 수성구 범물동,697-1,697,1,보성송정타운,59.96,201910,17,"16,400",7,1995,지범로46길 43
대구광역시 수성구 범물동,1382,1382,0,삼주타운,59.91,201910,15,"14,800",5,1993,범안로8길 35
대구광역시 수성구 범물동,1382,1382,0,삼주타운,84.88,201910,19,"21,500",7,1993,범안로8길 35
대구광역시 수성구 범물동,1382,1382,0,삼주타운,84.88,201910,24,"20,800",2,1993,범안로8길 35
대구광역시 수성구 범물동,1328,1328,0,서한화성타운,65.97,201910,8,"20,400",7,1992,지범로40길 11
대구광역시 수성구 범물동,1328,1328,0,서한화성타운,84.575,201910,11,"27,100",13,1992,지범로40길 11
대구광역시 수성구 범물동,1328,1328,0,서한화성타운,84.575,201910,23,"23,200",12,1992,지범로40길 11
대구광역시 수성구 범물동,1328,1328,0,서한화성타운,84.575,201910,26,"27,000",16,1992,지범로40길 11
대구광역시 수성구 범물동,670,670,0,우방미진하이츠,38.78,201910,10,"8,200",1,2000,지범로 290
대구광역시 수성구 범물동,670,670,0,우방미진하이츠,84.9,201910,27,"27,500",12,2000,지범로 290
대구광역시 수성구 범물동,1281,1281,0,청구타운,134.49,201910,25,"35,500",8,1992,지범로39길 12
대구광역시 수성구 범물동,1372,1372,0,청아타운,84.995,201910,3,"24,900",13,1992,범안로 40
대구광역시 수성구 범물동,1372,1372,0,청아타운,84.995,201910,12,"24,200",4,1992,범안로 40
대구광역시 수성구 범물동,1372,1372,0,청아타운,84.995,201910,19,"25,500",6,1992,범안로 40
대구광역시 수성구 범물동,1372,1372,0,청아타운,134.73,201910,19,"33,900",6,1992,범안로 40
대구광역시 수성구 범물동,630,630,0,현대청림,59.99,201910,17,"21,700",4,1999,지범로54길 15
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.9557,201910,3,"62,500",21,2015,들안로78길 45
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.9557,201910,6,"63,700",28,2015,들안로78길 45
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.9557,201910,8,"60,000",4,2015,들안로78길 45
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.7725,201910,9,"60,000",10,2015,들안로78길 45
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,201910,10,"62,000",24,2015,들안로78길 45
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.7725,201910,11,"61,500",15,2015,들안로78길 45
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,201910,12,"65,000",23,2015,들안로78길 45
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,201910,14,"57,000",2,2015,들안로78길 45
대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,84.791,201910,23,"59,000",2,2015,들안로78길 45
대구광역시 수성구 범어동,300,300,0,가든하이츠1,84.945,201910,3,"75,000",5,1985,범어로 45
대구광역시 수성구 범어동,333,333,0,가든하이츠3,84.98,201910,1,"67,000",8,1990,청호로 365
대구광역시 수성구 범어동,103-2,103,2,경북(B),46.94,201910,3,"30,900",5,1980,달구벌대로504길 37
대구광역시 수성구 범어동,371,371,0,궁전맨션,169.52,201910,14,"80,000",4,1988,동대구로 274
대구광역시 수성구 범어동,179,179,0,두산위브더제니스,137.0619,201910,1,"160,000",42,2009,달구벌대로 2435
대구광역시 수성구 범어동,179,179,0,두산위브더제니스,143.7941,201910,29,"173,000",5,2009,달구벌대로 2435
대구광역시 수성구 범어동,179,179,0,두산위브더제니스,143.7941,201910,30,"173,500",41,2009,달구벌대로 2435
대구광역시 수성구 범어동,2250,2250,0,범어 효성해링턴플레이스,84.991,201910,26,"86,000",12,2018,청호로 433
대구광역시 수성구 범어동,897,897,0,범어동일하이빌,146.0208,201910,14,"152,000",16,2007,동대구로52길 55
대구광역시 수성구 범어동,2248,2248,0,범어라온프라이빗,84.9704,201910,1,"79,500",15,2016,동대구로55길 11
대구광역시 수성구 범어동,2248,2248,0,범어라온프라이빗,84.9704,201910,3,"80,000",12,2016,동대구로55길 11
대구광역시 수성구 범어동,2248,2248,0,범어라온프라이빗,84.9704,201910,5,"80,500",10,2016,동대구로55길 11
대구광역시 수성구 범어동,2248,2248,0,범어라온프라이빗,84.9704,201910,8,"75,500",8,2016,동대구로55길 11
대구광역시 수성구 범어동,2237,2237,0,범어숲화성파크드림S,84.9986,201910,5,"60,500",4,2013,동대구로 376
대구광역시 수성구 범어동,2237,2237,0,범어숲화성파크드림S,84.8336,201910,17,"66,000",15,2013,동대구로 376
대구광역시 수성구 범어동,2237,2237,0,범어숲화성파크드림S,92.9515,201910,31,"75,500",32,2013,동대구로 376
대구광역시 수성구 범어동,2237,2237,0,범어숲화성파크드림S,84.8336,201910,31,"67,000",25,2013,동대구로 376
대구광역시 수성구 범어동,665-1,665,1,범어아진(665-1),11.88,201910,1,"11,000",2,1981,동대구로38길 80
대구광역시 수성구 범어동,665-1,665,1,범어아진(665-1),49.89,201910,14,"28,000",2,1981,동대구로38길 80
대구광역시 수성구 범어동,665-1,665,1,범어아진(665-1),49.89,201910,17,"28,800",2,1981,동대구로38길 80
대구광역시 수성구 범어동,665-1,665,1,범어아진(665-1),49.89,201910,26,"28,500",2,1981,동대구로38길 80
대구광역시 수성구 범어동,2234,2234,0,범어에스케이뷰,84.9816,201910,11,"91,000",14,2009,범어로 73
대구광역시 수성구 범어동,792-43,792,43,범어역아이위시,47.5197,201910,23,"25,000",9,2013,동대구로59길 14-19
대구광역시 수성구 범어동,790-10,790,10,범어역풀비체투인원,37.957,201910,9,"12,750",4,2014,동대구로59길 14-1
대구광역시 수성구 범어동,790-10,790,10,범어역풀비체투인원,30.5895,201910,25,"14,300",10,2014,동대구로59길 14-1
대구광역시 수성구 범어동,966-1,966,1,범어월드메르디앙웨스턴카운티,132.6887,201910,1,"92,000",21,2008,범어천로 200
대구광역시 수성구 범어동,2100,2100,0,범어월드메르디앙이스턴카운티,148.9857,201910,28,"90,000",4,2008,범어천로 190
대구광역시 수성구 범어동,Jun-88,88,6,범어청구하이츠,84.96,201910,5,"59,000",9,2000,청호로84안길 2
대구광역시 수성구 범어동,475-6,475,6,범어태왕아너스,84.9389,201910,14,"52,000",5,2006,상록로 41
대구광역시 수성구 범어동,2148,2148,0,범어화성파크드림,84.9742,201910,8,"56,000",9,2006,범어천로 180
대구광역시 수성구 범어동,305-3,305,3,서한두레,84.925,201910,12,"55,000",4,1993,달구벌대로496길 72
대구광역시 수성구 범어동,305-3,305,3,서한두레,84.925,201910,14,"56,200",3,1993,달구벌대로496길 72
대구광역시 수성구 범어동,2030,2030,0,수성래미안,126.0949,201910,5,"89,900",9,2008,상록로 69
대구광역시 수성구 범어동,620,620,0,우방범어타운1,75.75,201910,3,"64,300",2,1983,동대구로 230
대구광역시 수성구 범어동,88,88,0,우방청솔맨션,84.97,201910,2,"45,000",6,1994,청호로 422
대구광역시 수성구 범어동,314-2,314,2,을지맨션,79.902,201910,18,"64,700",9,1987,달구벌대로496길 88
대구광역시 수성구 범어동,2238,2238,0,화산샬레,84.973,201910,5,"78,800",18,2014,청호로 411-3
대구광역시 수성구 사월동,325,325,0,대구시지푸르지오,84.9778,201910,1,"33,500",16,2006,달구벌대로661길 7
대구광역시 수성구 사월동,464,464,0,사월보성,59.97,201910,21,"16,500",17,1996,욱수천로 133
대구광역시 수성구 사월동,645,645,0,시지 한신휴플러스,84.7125,201910,2,"37,300",4,2013,달구벌대로669길 50
대구광역시 수성구 사월동,645,645,0,시지 한신휴플러스,84.7139,201910,4,"39,500",8,2013,달구벌대로669길 50
대구광역시 수성구 사월동,645,645,0,시지 한신휴플러스,125.3492,201910,10,"50,500",6,2013,달구벌대로669길 50
대구광역시 수성구 사월동,645,645,0,시지 한신휴플러스,84.7139,201910,11,"40,000",14,2013,달구벌대로669길 50
대구광역시 수성구 사월동,645,645,0,시지 한신휴플러스,84.7139,201910,13,"40,000",6,2013,달구벌대로669길 50
대구광역시 수성구 사월동,645,645,0,시지 한신휴플러스,113.6673,201910,16,"51,000",12,2013,달구벌대로669길 50
대구광역시 수성구 사월동,645,645,0,시지 한신휴플러스,84.7139,201910,21,"38,200",8,2013,달구벌대로669길 50
대구광역시 수성구 사월동,645,645,0,시지 한신휴플러스,125.3492,201910,22,"55,700",16,2013,달구벌대로669길 50
대구광역시 수성구 사월동,650,650,0,시지3차 서한이다음,84.97,201910,18,"45,000",11,2018,달구벌대로669길 20-1
대구광역시 수성구 사월동,500,500,0,시지대성유니드,123.4542,201910,4,"41,500",14,2007,달구벌대로669길 80
대구광역시 수성구 사월동,500,500,0,시지대성유니드,123.4542,201910,10,"39,800",16,2007,달구벌대로669길 80
대구광역시 수성구 사월동,500,500,0,시지대성유니드,97.1859,201910,13,"35,900",14,2007,달구벌대로669길 80
대구광역시 수성구 사월동,500,500,0,시지대성유니드,84.8691,201910,30,"28,000",3,2007,달구벌대로669길 80
대구광역시 수성구 사월동,642,642,0,시지동화 아이위시 ,84.8882,201910,3,"34,800",14,2013,달구벌대로669길 20
대구광역시 수성구 사월동,642,642,0,시지동화 아이위시 ,71.6017,201910,11,"31,000",13,2013,달구벌대로669길 20
대구광역시 수성구 사월동,642,642,0,시지동화 아이위시 ,84.8882,201910,17,"34,800",11,2013,달구벌대로669길 20
대구광역시 수성구 사월동,642,642,0,시지동화 아이위시 ,84.8882,201910,23,"36,500",14,2013,달구벌대로669길 20
대구광역시 수성구 사월동,642,642,0,시지동화 아이위시 ,71.6017,201910,23,"29,900",4,2013,달구벌대로669길 20
대구광역시 수성구 사월동,642,642,0,시지동화 아이위시 ,84.8882,201910,25,"36,500",10,2013,달구벌대로669길 20
대구광역시 수성구 사월동,510-2,510,2,태왕리더스,84.93,201910,10,"28,800",15,2004,달구벌대로669길 70
대구광역시 수성구 상동,141,141,0,새중동,63.6175,201910,5,"20,300",5,1981,상화로 7
대구광역시 수성구 상동,555,555,0,수성동일하이빌레이크시티,84.9967,201910,29,"62,000",2,2009,수성로 71
대구광역시 수성구 상동,72,72,0,정화우방팔레스,84.9797,201910,9,"39,500",17,2003,수성로 135
대구광역시 수성구 상동,72,72,0,정화우방팔레스,84.9869,201910,10,"42,000",12,2003,수성로 135
대구광역시 수성구 상동,72,72,0,정화우방팔레스,134.95,201910,16,"49,800",4,2003,수성로 135
대구광역시 수성구 상동,72,72,0,정화우방팔레스,134.95,201910,28,"41,000",13,2003,수성로 135
대구광역시 수성구 수성동1가,73,73,0,삼우수성타운,84.9,201910,2,"35,500",7,1997,달구벌대로456길 19
대구광역시 수성구 수성동1가,73,73,0,삼우수성타운,59.97,201910,7,"26,200",9,1997,달구벌대로456길 19
대구광역시 수성구 수성동1가,73,73,0,삼우수성타운,59.97,201910,8,"26,000",19,1997,달구벌대로456길 19
대구광역시 수성구 수성동1가,73,73,0,삼우수성타운,84.9,201910,28,"37,500",13,1997,달구벌대로456길 19
대구광역시 수성구 수성동1가,649-17,649,17,삼환,82.65,201910,6,"23,500",3,1979,신천동로 288
대구광역시 수성구 수성동1가,649-17,649,17,삼환,66.38,201910,17,"20,800",2,1979,신천동로 288
대구광역시 수성구 수성동1가,112-7,112,7,수성그린타운,59.996,201910,16,"40,200",9,2005,달구벌대로458길 17
대구광역시 수성구 수성동1가,112-7,112,7,수성그린타운,59.996,201910,30,"38,150",4,2005,달구벌대로458길 17
대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬TheFirst,84.9866,201910,2,"73,500",22,2015,수성로69길 70
대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬TheFirst,84.9746,201910,5,"71,700",14,2015,수성로69길 70
대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬TheFirst,84.9746,201910,12,"74,500",19,2015,수성로69길 41
대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬TheFirst,99.9069,201910,28,"77,700",2,2015,수성로69길 65
대구광역시 수성구 수성동1가,105-5,105,5,수성영남,29.995,201910,1,"12,500",1,2000,달구벌대로456길 43
대구광역시 수성구 수성동1가,613,613,0,신세계타운,134.79,201910,1,"52,000",1,1989,신천동로 320
대구광역시 수성구 수성동1가,613,613,0,신세계타운,84.98,201910,7,"44,500",15,1989,신천동로 320
대구광역시 수성구 수성동1가,96-322,96,322,태왕아너스클럽,100.2135,201910,10,"50,000",7,2005,달구벌대로 2260
대구광역시 수성구 수성동1가,96-322,96,322,태왕아너스클럽,129.1071,201910,12,"66,000",12,2005,달구벌대로 2260
대구광역시 수성구 수성동1가,96-322,96,322,태왕아너스클럽,152.411,201910,29,"75,500",14,2005,달구벌대로 2260
대구광역시 수성구 수성동3가,289,289,0,수성코오롱하늘채,127.0598,201910,25,"126,000",23,2009,들안로 300
대구광역시 수성구 수성동4가,1115-16,1115,16,대림이편한세상,75.624,201910,7,"47,500",12,2005,들안로73길 50-7
대구광역시 수성구 수성동4가,1085-28,1085,28,수성롯데캐슬,140.7856,201910,9,"82,000",21,2008,달구벌대로 2315
대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,49.21,201910,3,"23,600",4,1996,수성로 412
대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,49.21,201910,14,"23,850",5,1996,수성로 412
대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,49.21,201910,31,"23,900",3,1996,수성로 412
대구광역시 수성구 수성동4가,1017-1,1017,1,수성태영데시앙,114.266,201910,9,"79,500",5,2008,들안로 360
대구광역시 수성구 수성동4가,1090-5,1090,5,쌍용화성,84.9,201910,3,"42,500",12,1996,수성로 411
대구광역시 수성구 수성동4가,1090-5,1090,5,쌍용화성,60,201910,18,"29,000",11,1996,수성로 411
대구광역시 수성구 시지동,374,374,0,"경북타운5,6동",73.08,201910,9,"26,800",3,1984,달구벌대로622길 11
대구광역시 수성구 시지동,498,498,0,고산노변타운,59.75,201910,9,"22,500",11,1996,시지로 55
대구광역시 수성구 시지동,499,499,0,노변다숲,38.94,201910,1,"11,200",3,1996,노변공원로 34
대구광역시 수성구 시지동,499,499,0,노변다숲,59.73,201910,22,"16,400",14,1996,노변공원로 34
대구광역시 수성구 시지동,509,509,0,노변동서우방,59.9,201910,12,"24,000",9,1996,노변공원로 22
대구광역시 수성구 시지동,486,486,0,노변청구,59.99,201910,17,"23,900",7,1996,시지로 21
대구광역시 수성구 시지동,486,486,0,노변청구,59.99,201910,18,"24,000",11,1996,시지로 21
대구광역시 수성구 시지동,486,486,0,노변청구,59.99,201910,22,"23,800",12,1996,시지로 21
대구광역시 수성구 시지동,150-8,150,8,미래하이츠101,84.69,201910,3,"25,500",5,2003,천을로 33
대구광역시 수성구 시지동,141-5,141,5,은세계,59.745,201910,16,"18,200",17,1993,달구벌대로 3081
대구광역시 수성구 시지동,349,349,0,청구전원타운,73.02,201910,7,"29,000",5,1990,시지로 45
대구광역시 수성구 시지동,349,349,0,청구전원타운,60.08,201910,12,"24,800",9,1990,시지로 45
대구광역시 수성구 신매동,253-3,253,3,경일라임빌,84.24,201910,10,"22,800",3,2003,달구벌대로649길 22
대구광역시 수성구 신매동,595,595,0,두성,59.37,201910,7,"15,200",3,1994,고산로 30
대구광역시 수성구 신매동,100,100,0,시지3태왕하이츠,85,201910,19,"32,000",20,2001,욱수천로 77
대구광역시 수성구 신매동,569,569,0,시지대백신화창신아파트,59.75,201910,5,"18,500",3,1994,고산로 90
대구광역시 수성구 신매동,569,569,0,시지대백신화창신아파트,59.75,201910,19,"19,200",5,1994,고산로 90
대구광역시 수성구 신매동,594,594,0,시지동서타운,84.92,201910,5,"25,700",8,1995,신매로 41
대구광역시 수성구 신매동,594,594,0,시지동서타운,84.92,201910,9,"27,000",9,1995,신매로 41
대구광역시 수성구 신매동,601,601,0,시지보성서한아파트,116.65,201910,17,"34,000",9,1995,신매로 21
대구광역시 수성구 신매동,601,601,0,시지보성서한아파트,134.92,201910,26,"43,500",16,1995,신매로 21
대구광역시 수성구 신매동,601,601,0,시지보성서한아파트,84.99,201910,29,"28,200",12,1995,신매로 21
대구광역시 수성구 신매동,570,570,0,시지삼주한라협화아파트,59.88,201910,31,"18,200",3,1994,신매로 91
대구광역시 수성구 신매동,580,580,0,시지청솔타운,57.39,201910,9,"15,000",4,1995,고산로 70
대구광역시 수성구 신매동,580,580,0,시지청솔타운,57.39,201910,10,"15,200",6,1995,고산로 70
대구광역시 수성구 신매동,580,580,0,시지청솔타운,57.39,201910,14,"17,700",13,1995,고산로 70
대구광역시 수성구 신매동,581,581,0,시지태성맨션,84.98,201910,8,"25,500",12,1994,고산로 50
대구광역시 수성구 신매동,581,581,0,시지태성맨션,59.96,201910,24,"17,000",12,1994,고산로 50
대구광역시 수성구 신매동,139-1,139,1,신화빌라트,84.98,201910,1,"31,500",6,1996,달구벌대로650길 29
대구광역시 수성구 신매동,57-17,57,17,유성푸르나임르노블,110.4618,201910,8,"46,000",17,2009,달구벌대로 3308
대구광역시 수성구 신매동,579,579,0,천마타운,121.04,201910,6,"38,000",15,1994,신매로 71
대구광역시 수성구 신매동,579,579,0,천마타운,121.04,201910,9,"39,400",14,1994,신매로 71
대구광역시 수성구 신매동,579,579,0,천마타운,84.99,201910,14,"30,750",15,1994,신매로 71
대구광역시 수성구 신매동,579,579,0,천마타운,121.04,201910,16,"39,800",13,1994,신매로 71
대구광역시 수성구 신매동,579,579,0,천마타운,134.97,201910,22,"44,000",3,1994,신매로 71
대구광역시 수성구 신매동,10월 31일,10,31,한라하우젠트,84.9639,201910,19,"35,800",9,2006,달구벌대로 3310
대구광역시 수성구 신매동,10월 31일,10,31,한라하우젠트,84.9639,201910,21,"37,000",10,2006,달구벌대로 3310
대구광역시 수성구 욱수동,185-1,185,1,태왕4하이츠,84.7132,201910,13,"36,000",8,2004,욱수천로 27
대구광역시 수성구 중동,551-1,551,1,서울중동(1-5동),50.06,201910,21,"20,000",5,1981,신천동로 216
대구광역시 수성구 지산동,761,761,0,녹원맨션,84.96,201910,13,"26,900",3,1989,무학로 189
대구광역시 수성구 지산동,761,761,0,녹원맨션,84.96,201910,24,"27,800",11,1989,무학로 189
대구광역시 수성구 지산동,359-1,359,1,동서무학,84.92,201910,18,"23,900",16,1994,지산로14길 83
대구광역시 수성구 지산동,359-1,359,1,동서무학,59.85,201910,18,"16,600",10,1994,지산로14길 83
대구광역시 수성구 지산동,359-1,359,1,동서무학,84.92,201910,25,"22,000",3,1994,지산로14길 83
대구광역시 수성구 지산동,1200,1200,0,목련,42.66,201910,4,"20,700",1,1986,용학로42길 13
대구광역시 수성구 지산동,1200,1200,0,목련,42.66,201910,7,"20,550",5,1986,용학로42길 13
대구광역시 수성구 지산동,1200,1200,0,목련,42.66,201910,15,"21,300",5,1986,용학로42길 13
대구광역시 수성구 지산동,1200,1200,0,목련,42.66,201910,25,"17,500",3,1986,용학로42길 13
대구광역시 수성구 지산동,1270-1,1270,1,보성맨션,113.09,201910,7,"31,800",10,1991,지범로21길 3
대구광역시 수성구 지산동,1270-1,1270,1,보성맨션,84.99,201910,18,"24,600",4,1991,지범로22길 10
대구광역시 수성구 지산동,1270-1,1270,1,보성맨션,84.99,201910,19,"24,800",4,1991,지범로22길 10
대구광역시 수성구 지산동,1270-1,1270,1,보성맨션,84.99,201910,24,"24,800",15,1991,지범로21길 3
대구광역시 수성구 지산동,1269-1,1269,1,서한청산맨션,84.9,201910,1,"24,000",9,1991,지범로21길 15
대구광역시 수성구 지산동,1272-2,1272,2,에덴타운,84.86,201910,9,"24,650",1,1991,용학로 223
대구광역시 수성구 지산동,1272-2,1272,2,에덴타운,84.86,201910,10,"23,300",2,1991,용학로 223
대구광역시 수성구 지산동,1234,1234,0,지산1단지,54.87,201910,4,"30,800",5,1989,용학로 189
대구광역시 수성구 지산동,1234,1234,0,지산1단지,50.175,201910,7,"36,300",5,1989,용학로 189
대구광역시 수성구 지산동,1234,1234,0,지산1단지,50.175,201910,11,"25,990",3,1989,용학로 189
대구광역시 수성구 지산동,1234,1234,0,지산1단지,62.04,201910,11,"32,183",1,1989,용학로 189
대구광역시 수성구 지산동,1234,1234,0,지산1단지,50.175,201910,21,"25,992",2,1989,용학로 189
대구광역시 수성구 지산동,1234,1234,0,지산1단지,50.175,201910,21,"25,886",1,1989,용학로 189
대구광역시 수성구 지산동,1234,1234,0,지산1단지,43.035,201910,21,"27,500",1,1989,용학로 189
대구광역시 수성구 지산동,1234,1234,0,지산1단지,54.87,201910,21,"28,114",1,1989,용학로 189
대구광역시 수성구 지산동,1234,1234,0,지산1단지,54.87,201910,21,"28,114",1,1989,용학로 189
대구광역시 수성구 지산동,1234,1234,0,지산1단지,50.175,201910,28,"32,000",5,1989,용학로 189
대구광역시 수성구 지산동,1234-1,1234,1,지산2단지,54.12,201910,1,"15,900",7,1991,지산로 5
대구광역시 수성구 지산동,1234-1,1234,1,지산2단지,54.12,201910,7,"15,300",2,1991,지산로 5
대구광역시 수성구 지산동,1297-3,1297,3,지산서한이다음,54.12,201910,5,"15,600",5,1991,용학로 313
대구광역시 수성구 지산동,1297-3,1297,3,지산서한이다음,59.56,201910,9,"17,700",14,1991,용학로 313
대구광역시 수성구 지산동,1288,1288,0,지산타운,53.78,201910,17,"15,100",14,1991,용학로 303
대구광역시 수성구 지산동,1288,1288,0,지산타운,53.78,201910,29,"15,500",11,1991,용학로 303
대구광역시 수성구 지산동,1275,1275,0,지산한라타운,59.85,201910,2,"17,600",4,1991,지범로22길 9
대구광역시 수성구 지산동,1275,1275,0,지산한라타운,59.85,201910,7,"18,150",3,1991,지범로22길 9
대구광역시 수성구 지산동,1275,1275,0,지산한라타운,59.85,201910,17,"18,500",15,1991,지범로22길 9
대구광역시 수성구 지산동,1270,1270,0,청구타운,84.9,201910,1,"27,000",6,1991,지산로 48
대구광역시 수성구 지산동,1270,1270,0,청구타운,84.9,201910,25,"27,150",16,1991,지산로 48
대구광역시 수성구 지산동,1208,1208,0,청구호반맨션,84.98,201910,15,"23,000",12,1990,용학로46길 40
대구광역시 수성구 지산동,1203-2,1203,2,한라자연맨션,72.75,201910,12,"15,800",5,1989,용학로46길 32
대구광역시 수성구 지산동,1203-2,1203,2,한라자연맨션,72.75,201910,22,"16,900",4,1989,용학로46길 32
대구광역시 수성구 지산동,1203-2,1203,2,한라자연맨션,72.75,201910,29,"13,000",4,1989,용학로46길 32
대구광역시 수성구 지산동,1272-3,1272,3,현대맨션,84.87,201910,18,"22,000",5,1991,지범로22길 20
대구광역시 수성구 지산동,1273,1273,0,협화맨션,84.76,201910,11,"25,400",1,1991,지범로22길 23
대구광역시 수성구 지산동,1257,1257,0,화성맨션,132.82,201910,30,"36,800",13,1991,용학로35길 62
