시군구,번지,본번,부번,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
광주광역시 동구 운림동,597,597,0,무등파크맨션2차,80.61,202308,19,"13,500",18,1992,운림길 29-10,, ,중개거래,광주 동구
광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,59.9816,202308,5,"24,000",12,2016,남문로 307,, ,중개거래,광주 동구
광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,59.9963,202308,19,"25,000",15,2016,남문로 307,, ,중개거래,광주 동구
광주광역시 동구 월남동,638,638,0,월남호반베르디움2차,59.9711,202308,22,"23,000",9,2016,남문로 307,, ,중개거래,광주 서구
광주광역시 동구 지산동,671,671,0,지산휴먼시아,84.96,202308,18,"35,800",15,2010,동명로69번길 20,, ,중개거래,광주 동구
광주광역시 동구 충장로4가,14,14,0,충장아트원,18,202308,2,"6,000",8,2014,중앙로 179,,20230809,직거래,-
광주광역시 동구 충장로4가,14,14,0,충장아트원,17.94,202308,2,"6,000",10,2014,중앙로 179,,20230809,직거래,-
광주광역시 동구 학동,1022,1022,0,무등산아이파크,84.8412,202308,9,"50,000",16,2017,남문로753번길 20,, ,직거래,-
광주광역시 동구 학동,1022,1022,0,무등산아이파크,39.9183,202308,11,"25,580",12,2017,남문로753번길 20,,20230814,직거래,-
광주광역시 동구 학동,1022,1022,0,무등산아이파크,84.9287,202308,14,"63,000",3,2017,남문로753번길 20,,20230817,직거래,-
광주광역시 동구 학동,1022,1022,0,무등산아이파크,39.9183,202308,19,"32,000",5,2017,남문로753번길 20,, ,중개거래,"광주 동구, 광주 북구"
광주광역시 동구 학동,750-1,750,1,삼익세라믹,179.5,202308,2,"45,000",7,1989,남문로 676,, ,중개거래,광주 서구
광주광역시 동구 학동,1012,1012,0,학2마을아파트,84.96,202308,4,"31,600",13,2011,남문로693번길 11,, ,직거래,-
광주광역시 동구 학동,1012,1012,0,학2마을아파트,84.78,202308,6,"36,500",19,2011,남문로693번길 11,, ,중개거래,광주 동구
광주광역시 동구 학동,1012,1012,0,학2마을아파트,84.98,202308,11,"36,000",11,2011,남문로693번길 11,, ,중개거래,광주 동구
광주광역시 동구 학동,1020,1020,0,학동남해오네뜨,84.9933,202308,22,"34,300",9,2014,증심천로 117,, ,중개거래,광주 동구
광주광역시 북구 각화동,587,587,0,각화골드클래스,71.8177,202308,7,"33,000",17,2017,각화대로69번길 16,, ,중개거래,광주 북구
광주광역시 북구 각화동,587,587,0,각화골드클래스,84.9701,202308,11,"39,500",7,2017,각화대로69번길 16,, ,중개거래,광주 북구
광주광역시 북구 각화동,587,587,0,각화골드클래스,84.9701,202308,28,"37,000",12,2017,각화대로69번길 16,, ,중개거래,광주 북구
광주광역시 북구 각화동,587,587,0,각화골드클래스,84.968,202308,28,"37,700",18,2017,각화대로69번길 16,, ,중개거래,광주 북구
광주광역시 북구 각화동,721,721,0,각화센트럴파크3차,59.9987,202308,3,"26,771",21,2023,동문대로249번길 7,, ,직거래,-
광주광역시 북구 각화동,721,721,0,각화센트럴파크3차,59.9987,202308,17,"27,000",12,2023,동문대로249번길 7,, ,직거래,-
광주광역시 북구 각화동,608,608,0,각화센트럴파크서희스타힐스,84.9796,202308,2,"38,000",33,2020,동문대로249번길 19,, ,중개거래,광주 북구
광주광역시 북구 각화동,608,608,0,각화센트럴파크서희스타힐스,84.9796,202308,14,"41,000",29,2020,동문대로249번길 19,, ,중개거래,광주 북구
광주광역시 북구 각화동,608,608,0,각화센트럴파크서희스타힐스,84.9796,202308,21,"41,000",27,2020,동문대로249번길 19,, ,중개거래,광주 북구
광주광역시 북구 각화동,608,608,0,각화센트럴파크서희스타힐스,84.9796,202308,28,"37,470",11,2020,동문대로249번길 19,, ,중개거래,광주 북구
광주광역시 북구 각화동,608,608,0,각화센트럴파크서희스타힐스,84.9796,202308,29,"37,200",38,2020,동문대로249번길 19,, ,중개거래,광주 북구
광주광역시 북구 각화동,608,608,0,각화센트럴파크서희스타힐스,84.9796,202308,31,"38,100",35,2020,동문대로249번길 19,, ,중개거래,광주 북구
광주광역시 북구 각화동,118-2,118,2,글로벌,59.98,202308,8,"14,500",16,2003,월동로 88,, ,중개거래,광주 북구
광주광역시 북구 각화동,118-2,118,2,글로벌,59.98,202308,14,"15,000",5,2003,월동로 88,, ,중개거래,광주 북구
광주광역시 북구 각화동,471,471,0,금호타운1,83.71,202308,23,"18,500",15,1989,각화대로 33,, ,중개거래,광주 북구
광주광역시 북구 각화동,529,529,0,무등파크1,59.85,202308,1,"10,000",8,1988,두리봉길 48,,20230829,중개거래,광주 북구
광주광역시 북구 각화동,529,529,0,무등파크1,34.2,202308,1,"4,900",8,1988,두리봉길 48,,20230829,중개거래,광주 북구
광주광역시 북구 각화동,532,532,0,무등파크2,73.53,202308,12,"14,800",12,1988,두리봉길 48,, ,중개거래,광주 북구
광주광역시 북구 각화동,591,591,0,휴먼파크서희스타힐스,84.745,202308,1,"36,500",21,2017,군왕로 311,,20230801,중개거래,광주 북구
광주광역시 북구 각화동,591,591,0,휴먼파크서희스타힐스,76.7843,202308,5,"35,400",20,2017,군왕로 311,, ,중개거래,광주 북구
광주광역시 북구 각화동,594,594,0,힐스테이트각화,59.9809,202308,5,"33,000",14,2018,군왕로 295,, ,중개거래,광주 북구
광주광역시 북구 각화동,594,594,0,힐스테이트각화,79.9219,202308,11,"40,000",8,2018,군왕로 295,, ,중개거래,광주 북구
광주광역시 북구 각화동,594,594,0,힐스테이트각화,59.9809,202308,16,"32,000",27,2018,군왕로 295,, ,중개거래,광주 북구
광주광역시 북구 동림동,1334,1334,0,동림대광로제비앙,84.9779,202308,5,"45,000",7,2020,운암산길 48,, ,중개거래,"광주 광산구, 광주 북구"
광주광역시 북구 동림동,1334,1334,0,동림대광로제비앙,74.7877,202308,14,"39,000",13,2020,운암산길 48,, ,중개거래,광주 북구
광주광역시 북구 동림동,1334,1334,0,동림대광로제비앙,84.9779,202308,14,"45,500",19,2020,운암산길 48,, ,중개거래,광주 북구
광주광역시 북구 동림동,1146-1,1146,1,동림푸른주공,59.99,202308,2,"11,950",10,1998,북문대로242번길 50,, ,중개거래,광주 북구
광주광역시 북구 동림동,1147-1,1147,1,동림푸른주공3,59.99,202308,4,"15,300",18,1997,북문대로242번길 11,, ,중개거래,광주 북구
광주광역시 북구 동림동,1147-1,1147,1,동림푸른주공3,59.99,202308,9,"15,000",14,1997,북문대로242번길 11,, ,중개거래,광주 서구
광주광역시 북구 동림동,1147-1,1147,1,동림푸른주공3,59.99,202308,10,"10,100",14,1997,북문대로242번길 11,,20230810,직거래,-
광주광역시 북구 동림동,1147-1,1147,1,동림푸른주공3,59.99,202308,12,"15,500",8,1997,북문대로242번길 11,, ,중개거래,광주 북구
광주광역시 북구 동림동,1147-1,1147,1,동림푸른주공3,59.99,202308,17,"13,900",7,1997,북문대로242번길 11,, ,중개거래,광주 북구
광주광역시 북구 동림동,1161-1,1161,1,동림푸른주공4,84.9,202308,20,"27,200",10,1998,동림용산로 12,, ,중개거래,광주 북구
광주광역시 북구 동림동,1161-1,1161,1,동림푸른주공4,84.79,202308,24,"30,950",6,1998,동림용산로 12,, ,중개거래,"광주 광산구, 광주 북구"
광주광역시 북구 동림동,645,645,0,삼익,84.87,202308,2,"9,000",2,1996,유림로 175,20230811, ,직거래,-
광주광역시 북구 동림동,645,645,0,삼익,52.89,202308,2,"9,000",15,1996,유림로 175,,20230810,직거래,-
광주광역시 북구 동림동,645,645,0,삼익,126.96,202308,9,"27,500",14,1996,유림로 175,, ,중개거래,광주 북구
광주광역시 북구 동림동,645,645,0,삼익,52.89,202308,9,"8,850",18,1996,유림로 175,, ,중개거래,광주 북구
광주광역시 북구 동림동,645,645,0,삼익,84.87,202308,18,"18,000",2,1996,유림로 175,, ,중개거래,광주 광산구
광주광역시 북구 동림동,10-37,37,10,삼호가든,84.93,202308,10,"15,500",14,2005,북문대로 235,,20230811,직거래,-
광주광역시 북구 동림동,10-37,37,10,삼호가든,84.99,202308,24,"20,000",13,2005,북문대로 235,, ,중개거래,광주 북구
광주광역시 북구 동림동,26-1,26,1,우미2,59.77,202308,3,"8,500",1,1991,북문대로201번길 30,, ,중개거래,광주 북구
광주광역시 북구 동림동,1330,1330,0,운암산코오롱하늘채,84.6815,202308,5,"46,000",9,2018,동배마을길 29,, ,중개거래,"광주 광산구, 광주 북구"
광주광역시 북구 동림동,1330,1330,0,운암산코오롱하늘채,84.6815,202308,9,"41,000",3,2018,동배마을길 29,, ,중개거래,광주 북구
광주광역시 북구 동림동,1330,1330,0,운암산코오롱하늘채,84.6815,202308,9,"45,000",19,2018,동배마을길 29,,20230818,중개거래,광주 북구
광주광역시 북구 동림동,1330,1330,0,운암산코오롱하늘채,84.6815,202308,9,"45,000",12,2018,동배마을길 29,,20230824,중개거래,광주 북구
광주광역시 북구 동림동,1330,1330,0,운암산코오롱하늘채,63.4644,202308,20,"35,000",7,2018,동배마을길 29,, ,중개거래,"광주 광산구, 광주 북구"
광주광역시 북구 동림동,1330,1330,0,운암산코오롱하늘채,84.6815,202308,22,"43,000",4,2018,동배마을길 29,, ,중개거래,광주 북구
광주광역시 북구 동림동,1330,1330,0,운암산코오롱하늘채,64.2602,202308,26,"35,000",8,2018,동배마을길 29,, ,중개거래,광주 북구
광주광역시 북구 동림동,10-37,37,10,유일가든,59.82,202308,12,"8,800",1,2005,북문대로249번길 55,, ,중개거래,광주 북구
광주광역시 북구 두암동,4-72,72,4,두암현대,84.97,202308,19,"21,000",15,1998,삼정로 108,, ,중개거래,광주 북구
광주광역시 북구 두암동,73,73,0,라인동산,76.41,202308,4,"20,200",17,1995,삼정로 112,, ,중개거래,광주 북구
광주광역시 북구 두암동,73,73,0,라인동산,59.79,202308,11,"10,000",1,1995,삼정로 112,, ,중개거래,"광주 동구, 광주 북구"
광주광역시 북구 두암동,73,73,0,라인동산,76.41,202308,18,"18,000",1,1995,삼정로 112,, ,중개거래,광주 북구
광주광역시 북구 두암동,969-5,969,5,모아미래도,72.3161,202308,2,"22,200",14,2003,삼정로 20,, ,중개거래,광주 북구
광주광역시 북구 두암동,1-63,63,1,무등파크맨션,84.9,202308,3,"16,800",12,1992,월동로 28,, ,중개거래,광주 북구
광주광역시 북구 두암동,947-1,947,1,부영,60,202308,1,"13,800",10,1988,삼정로 71,, ,중개거래,광주 북구
광주광역시 북구 두암동,808-2,808,2,삼호,59.34,202308,1,"6,000",1,1985,군왕로51번길 67,, ,중개거래,"광주 북구, 광주 서구"
광주광역시 북구 두암동,885-9,885,9,양서맨션,76.69,202308,9,"11,500",3,1979,서방로 123,,20230823,중개거래,광주 북구
광주광역시 북구 두암동,456-1,456,1,예향,65.76,202308,11,"8,000",1,1987,월동로 5,,20230822,중개거래,광주 북구
광주광역시 북구 두암동,968-1,968,1,율곡타운(주공1),49.77,202308,4,"12,500",6,1993,삼정로 7,, ,직거래,-
광주광역시 북구 두암동,968-1,968,1,율곡타운(주공1),41.85,202308,4,"8,450",9,1993,삼정로 7,,20230809,직거래,-
광주광역시 북구 두암동,968-1,968,1,율곡타운(주공1),49.77,202308,22,"11,200",4,1993,삼정로 7,,20230822,직거래,-
광주광역시 북구 두암동,968-1,968,1,율곡타운(주공1),41.85,202308,25,"8,100",2,1993,삼정로 7,,20230829,중개거래,광주 동구
광주광역시 북구 두암동,968-1,968,1,율곡타운(주공1),41.85,202308,28,"7,400",13,1993,삼정로 7,,20230828,직거래,-
광주광역시 북구 두암동,969-1,969,1,주공3,41.85,202308,12,"7,800",10,1994,삼정로 50,, ,중개거래,광주 북구
광주광역시 북구 두암동,850-19,850,19,청아맨션,84.61,202308,14,"10,500",12,1985,군왕로 119,, ,중개거래,광주 북구
광주광역시 북구 매곡동,1-83,83,1,금호,84.84,202308,14,"23,000",10,1995,하백로46번길 10,, ,중개거래,광주 광산구
광주광역시 북구 매곡동,232,232,0,대성베르힐,84.2383,202308,8,"29,500",11,2005,초당로7번길 19,, ,중개거래,광주 북구
광주광역시 북구 매곡동,214-1,214,1,대화,59.31,202308,18,"8,450",17,1991,매곡로86번길 2,,20230823,중개거래,광주 북구
광주광역시 북구 매곡동,494,494,0,매곡대광로제비앙,80.3123,202308,3,"32,500",9,2017,하백로6번길 12,, ,중개거래,광주 북구
광주광역시 북구 매곡동,494,494,0,매곡대광로제비앙,80.3123,202308,8,"29,700",11,2017,하백로6번길 12,, ,중개거래,광주 북구
광주광역시 북구 매곡동,2-42,42,2,삼익,84.87,202308,7,"17,500",9,1992,매곡로 37,, ,중개거래,광주 서구
광주광역시 북구 매곡동,214-10,214,10,호반2,59.95,202308,27,"11,100",4,1995,매곡로 64,, ,중개거래,광주 북구
광주광역시 북구 문흥동,1010-1,1010,1,광명,59.965,202308,14,"12,700",8,1994,천지인로173번길 22,, ,중개거래,광주 서구
광주광역시 북구 문흥동,972-1,972,1,금호,84.84,202308,9,"23,500",15,1995,문산로 99,, ,중개거래,광주 북구
광주광역시 북구 문흥동,919,919,0,대주1,37.08,202308,7,"7,000",1,1988,평교로 42,,20230818,중개거래,광주 북구
광주광역시 북구 문흥동,919,919,0,대주1,48.33,202308,16,"8,300",9,1988,평교로 42,, ,중개거래,광주 북구
광주광역시 북구 문흥동,919,919,0,대주1,30.33,202308,21,"4,830",10,1988,평교로 42,, ,중개거래,광주 북구
광주광역시 북구 문흥동,920,920,0,대주2,54.495,202308,3,"8,700",6,1988,평교로 45,20230809, ,중개거래,광주 광산구
광주광역시 북구 문흥동,920,920,0,대주2,54.495,202308,10,"8,700",6,1988,평교로 45,,20230810,중개거래,광주 서구
광주광역시 북구 문흥동,920,920,0,대주2,84.97,202308,28,"15,000",5,1988,평교로 45,, ,중개거래,광주 북구
광주광역시 북구 문흥동,920,920,0,대주2,59.91,202308,28,"9,200",15,1988,평교로 45,,20230828,직거래,-
광주광역시 북구 문흥동,996-3,996,3,라인,59.965,202308,1,"12,500",2,1994,문산로 61,,20230802,직거래,-
광주광역시 북구 문흥동,996-3,996,3,라인,59.965,202308,16,"15,000",8,1994,문산로 61,, ,직거래,-
광주광역시 북구 문흥동,972-4,972,4,라인동산,84.86,202308,3,"20,000",3,1994,문산로 81,, ,중개거래,광주 광산구
광주광역시 북구 문흥동,972-4,972,4,라인동산,84.86,202308,3,"21,700",2,1994,문산로 81,, ,중개거래,광주 북구
광주광역시 북구 문흥동,972-4,972,4,라인동산,115.76,202308,23,"30,800",8,1994,문산로 81,, ,중개거래,"광주 북구, 광주 서구"
광주광역시 북구 문흥동,1011-5,1011,5,문흥상록,59.802,202308,7,"15,300",15,1997,문산로 20,, ,중개거래,광주 북구
광주광역시 북구 문흥동,1011-5,1011,5,문흥상록,59.802,202308,12,"13,800",2,1997,문산로 20,, ,중개거래,광주 북구
광주광역시 북구 문흥동,996-1,996,1,우미,49.96,202308,2,"10,000",13,1994,대천로 160,, ,중개거래,광주 북구
광주광역시 북구 문흥동,995-2,995,2,우미2,84.87,202308,22,"18,900",10,1994,문산로62번길 20,, ,중개거래,광주 북구
광주광역시 북구 문흥동,995-2,995,2,우미2,84.87,202308,29,"17,000",3,1994,문산로62번길 20,, ,중개거래,광주 북구
광주광역시 북구 문흥동,1010-2,1010,2,일신,59.99,202308,4,"12,600",19,1994,대천로 124-4,,20230828,중개거래,광주 북구
광주광역시 북구 문흥동,1010-2,1010,2,일신,59.99,202308,23,"15,600",10,1994,대천로 124-4,, ,중개거래,광주 북구
광주광역시 북구 문흥동,1010-2,1010,2,일신,59.99,202308,29,"12,200",1,1994,대천로 124-4,, ,중개거래,광주 북구
광주광역시 북구 문흥동,787-1,787,1,주공,59.39,202308,5,"12,500",2,1990,면앙로31번길 10,, ,중개거래,광주 북구
광주광역시 북구 문흥동,787-1,787,1,주공,45.77,202308,23,"8,700",1,1990,면앙로31번길 10,,20230824,중개거래,광주 북구
광주광역시 북구 문흥동,787-8,787,8,주공1,39.69,202308,14,"15,000",3,1989,면앙로31번길 7,,20230828,중개거래,광주 북구
광주광역시 북구 문흥동,787-8,787,8,주공1,39.3,202308,16,"12,000",5,1989,면앙로31번길 7,,20230818,직거래,-
광주광역시 북구 문흥동,1011-1,1011,1,중흥파크맨션2,59.965,202308,7,"12,000",7,1994,문산로 30,, ,중개거래,광주 북구
광주광역시 북구 문흥동,1011-1,1011,1,중흥파크맨션2,59.965,202308,14,"11,600",15,1994,문산로 30,,20230814,직거래,-
광주광역시 북구 문흥동,1011-1,1011,1,중흥파크맨션2,59.97,202308,20,"13,900",3,1994,문산로 30,, ,중개거래,광주 북구
광주광역시 북구 문흥동,1011-1,1011,1,중흥파크맨션2,59.97,202308,21,"15,750",13,1994,문산로 30,, ,중개거래,광주 북구
광주광역시 북구 문흥동,1011-1,1011,1,중흥파크맨션2,59.97,202308,24,"11,500",3,1994,문산로 30,, ,중개거래,광주 북구
광주광역시 북구 문흥동,995-1,995,1,해광,84.96,202308,24,"20,500",9,1994,문산로 58,, ,중개거래,광주 북구
광주광역시 북구 문흥동,971-1,971,1,현대,101.925,202308,20,"29,000",10,1994,대천로 195,, ,중개거래,광주 북구
광주광역시 북구 본촌동,3102,3102,0,힐스테이트본촌,68.0045,202308,4,"39,500",20,2019,본촌마을길 157-22,, ,중개거래,광주 북구
광주광역시 북구 본촌동,3102,3102,0,힐스테이트본촌,64.8467,202308,6,"36,500",1,2019,본촌마을길 157-22,, ,중개거래,광주 북구
광주광역시 북구 본촌동,3102,3102,0,힐스테이트본촌,84.9976,202308,17,"50,000",16,2019,본촌마을길 157-22,, ,중개거래,광주 북구
광주광역시 북구 본촌동,3102,3102,0,힐스테이트본촌,68.0045,202308,26,"38,500",6,2019,본촌마을길 157-22,, ,중개거래,광주 북구
광주광역시 북구 본촌동,3102,3102,0,힐스테이트본촌,84.9976,202308,27,"49,000",10,2019,본촌마을길 157-22,, ,중개거래,광주 북구
광주광역시 북구 북동,59,59,0,정한파인시티,47.3,202308,3,"24,900",10,2017,금재로36번길 41,, ,중개거래,광주 북구
광주광역시 북구 북동,59,59,0,정한파인시티,47.3,202308,4,"23,000",12,2017,금재로36번길 41,,20230825,중개거래,광주 북구
광주광역시 북구 북동,59,59,0,정한파인시티,47.3,202308,8,"24,700",5,2017,금재로36번길 41,, ,중개거래,광주 북구
광주광역시 북구 북동,59,59,0,정한파인시티,47.3,202308,9,"24,000",11,2017,금재로36번길 41,, ,중개거래,광주 북구
광주광역시 북구 삼각동,533,533,0,삼각동그린타운,59.82,202308,1,"14,500",20,1997,설죽로389번길 70,, ,직거래,-
광주광역시 북구 삼각동,171,171,0,삼각동혁신타운,32.34,202308,1,"4,600",7,1997,우치로383번길 3,, ,중개거래,광주 북구
광주광역시 북구 삼각동,171,171,0,삼각동혁신타운,32.34,202308,19,"4,710",15,1997,우치로383번길 3,,20230828,중개거래,광주 북구
광주광역시 북구 삼각동,755-17,755,17,삼익,84.81,202308,31,"15,800",1,1990,설죽로370번길 15,, ,중개거래,광주 북구
광주광역시 북구 삼각동,835,835,0,일곡엘리체프라임,74.1361,202308,22,"35,500",17,2016,설죽로 419,, ,중개거래,광주 북구
광주광역시 북구 신안동,478-18,478,18,삼익,69.34,202308,18,"14,900",14,1980,자미로 45,20230825, ,중개거래,광주 북구
광주광역시 북구 신안동,478-18,478,18,삼익,69.34,202308,22,"10,500",7,1980,자미로 45,,20230823,직거래,-
광주광역시 북구 신안동,478-18,478,18,삼익,69.34,202308,26,"14,900",14,1980,자미로 45,, ,중개거래,광주 북구
광주광역시 북구 신안동,491-1,491,1,신안다이아빌,75.47,202308,3,"17,700",9,2004,무등로111번길 30,,20230825,직거래,-
광주광역시 북구 신안동,491-1,491,1,신안다이아빌,59.525,202308,22,"12,400",9,2004,무등로111번길 30,, ,중개거래,광주 북구
광주광역시 북구 신안동,482-29,482,29,신안동오투존,24.0455,202308,28,"4,650",9,2013,서암대로131번길 5,,20230828,중개거래,광주 서구
광주광역시 북구 신안동,482-29,482,29,신안동오투존,24.0455,202308,28,"4,650",9,2013,서암대로131번길 5,20230828, ,중개거래,광주 서구
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,60.4624,202308,2,"29,000",8,2013,첨단연신로 166,, ,직거래,-
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,60.4624,202308,2,"25,000",20,2013,첨단연신로 166,, ,중개거래,광주 북구
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,60.4624,202308,2,"27,500",19,2013,첨단연신로 166,20230822, ,중개거래,광주 북구
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,60.4624,202308,2,"27,500",19,2013,첨단연신로 166,, ,중개거래,광주 북구
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,60.4624,202308,3,"24,800",8,2013,첨단연신로 166,, ,중개거래,광주 북구
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,84.3616,202308,5,"37,000",21,2013,첨단연신로 166,, ,중개거래,광주 북구
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,84.3616,202308,5,"37,500",19,2013,첨단연신로 166,, ,중개거래,광주 북구
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,84.3616,202308,15,"34,500",6,2013,첨단연신로 166,, ,중개거래,광주 북구
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,60.4624,202308,15,"25,800",22,2013,첨단연신로 166,,20230823,중개거래,광주 북구
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,60.4624,202308,21,"25,000",9,2013,첨단연신로 166,, ,중개거래,"광주 광산구, 광주 북구"
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,60.4624,202308,21,"27,000",12,2013,첨단연신로 166,, ,중개거래,광주 북구
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,84.3616,202308,25,"34,500",6,2013,첨단연신로 166,, ,중개거래,"광주 광산구, 광주 북구"
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,84.3616,202308,26,"35,700",16,2013,첨단연신로 166,20230831, ,중개거래,광주 북구
광주광역시 북구 신용동,737,737,0,광주첨단2지구사랑으로부영,84.3616,202308,26,"34,500",6,2013,첨단연신로 166,, ,중개거래,광주 북구
광주광역시 북구 신용동,675,675,0,광주첨단2지구호반베르디움1단지,84.9839,202308,1,"47,900",17,2014,첨단연신로133번길 8,, ,중개거래,광주 북구
광주광역시 북구 신용동,675,675,0,광주첨단2지구호반베르디움1단지,84.9697,202308,3,"48,700",17,2014,첨단연신로133번길 8,, ,중개거래,광주 북구
광주광역시 북구 신용동,675,675,0,광주첨단2지구호반베르디움1단지,84.9839,202308,3,"51,000",13,2014,첨단연신로133번길 8,, ,중개거래,광주 북구
광주광역시 북구 신용동,675,675,0,광주첨단2지구호반베르디움1단지,84.9697,202308,5,"50,000",21,2014,첨단연신로133번길 8,, ,중개거래,광주 북구
광주광역시 북구 신용동,675,675,0,광주첨단2지구호반베르디움1단지,84.9751,202308,16,"50,200",6,2014,첨단연신로133번길 8,, ,중개거래,광주 북구
광주광역시 북구 신용동,675,675,0,광주첨단2지구호반베르디움1단지,84.9697,202308,21,"46,800",3,2014,첨단연신로133번길 8,, ,중개거래,광주 북구
광주광역시 북구 신용동,643-1,643,1,용두주공,59.99,202308,10,"15,000",19,1998,임방울대로1041번길 15,,20230817,직거래,-
광주광역시 북구 신용동,643-1,643,1,용두주공,49.29,202308,21,"13,500",12,1998,임방울대로1041번길 15,, ,중개거래,광주 광산구
광주광역시 북구 신용동,655,655,0,제일풍경채리버파크,67.8149,202308,26,"41,000",12,2014,첨단연신로 216,, ,중개거래,광주 광산구
광주광역시 북구 신용동,671,671,0,첨단2지구중흥에스-클래스,84.9976,202308,3,"53,000",4,2015,첨단연신로 217,,20230817,중개거래,광주 북구
광주광역시 북구 신용동,671,671,0,첨단2지구중흥에스-클래스,84.9946,202308,15,"55,000",13,2015,첨단연신로 217,, ,중개거래,광주 북구
광주광역시 북구 신용동,671,671,0,첨단2지구중흥에스-클래스,84.9976,202308,17,"54,800",11,2015,첨단연신로 217,, ,중개거래,"광주 광산구, 광주 북구"
광주광역시 북구 신용동,671,671,0,첨단2지구중흥에스-클래스,106.7627,202308,20,"90,000",25,2015,첨단연신로 217,, ,중개거래,광주 북구
광주광역시 북구 신용동,671,671,0,첨단2지구중흥에스-클래스,84.9976,202308,21,"54,000",6,2015,첨단연신로 217,, ,중개거래,광주 북구
광주광역시 북구 신용동,671,671,0,첨단2지구중흥에스-클래스,84.9976,202308,22,"53,000",13,2015,첨단연신로 217,, ,중개거래,광주 북구
광주광역시 북구 신용동,671,671,0,첨단2지구중흥에스-클래스,106.7627,202308,31,"70,000",7,2015,첨단연신로 217,, ,중개거래,광주 북구
광주광역시 북구 신용동,549,549,0,첨단자이1단지,84.9893,202308,12,"40,000",2,2010,임방울대로1042번길 14-1,20230818, ,중개거래,광주 북구
광주광역시 북구 신용동,549,549,0,첨단자이1단지,84.9893,202308,12,"40,000",2,2010,임방울대로1042번길 14-1,, ,중개거래,광주 북구
광주광역시 북구 신용동,549,549,0,첨단자이1단지,164.598,202308,23,"83,000",8,2010,임방울대로1042번길 14-1,, ,중개거래,광주 북구
광주광역시 북구 신용동,549,549,0,첨단자이1단지,84.9798,202308,26,"40,450",5,2010,임방울대로1042번길 14-1,, ,중개거래,광주 북구
광주광역시 북구 신용동,651,651,0,한양수자인리버뷰,65.6043,202308,5,"34,000",4,2014,첨단연신로 184,, ,중개거래,광주 북구
광주광역시 북구 신용동,651,651,0,한양수자인리버뷰,65.5173,202308,5,"32,000",5,2014,첨단연신로 184,, ,중개거래,광주 북구
광주광역시 북구 신용동,651,651,0,한양수자인리버뷰,65.5173,202308,11,"34,500",22,2014,첨단연신로 184,, ,중개거래,광주 북구
광주광역시 북구 신용동,651,651,0,한양수자인리버뷰,65.6043,202308,12,"33,300",2,2014,첨단연신로 184,, ,중개거래,광주 북구
광주광역시 북구 신용동,651,651,0,한양수자인리버뷰,65.6043,202308,16,"37,500",17,2014,첨단연신로 184,, ,중개거래,광주 북구
광주광역시 북구 신용동,651,651,0,한양수자인리버뷰,65.5173,202308,19,"33,000",8,2014,첨단연신로 184,, ,중개거래,광주 북구
광주광역시 북구 신용동,651,651,0,한양수자인리버뷰,65.6043,202308,19,"36,200",6,2014,첨단연신로 184,, ,중개거래,광주 북구
광주광역시 북구 신용동,651,651,0,한양수자인리버뷰,84.5731,202308,25,"49,300",16,2014,첨단연신로 184,, ,중개거래,"광주 광산구, 광주 북구"
광주광역시 북구 양산동,611-7,611,7,금광,59.9,202308,19,"12,500",7,1996,하서로241번길 16,, ,중개거래,광주 북구
광주광역시 북구 양산동,209-17,209,17,동남맨션2,59.7,202308,7,"9,500",3,1991,상촌로15번길 2,,20230818,중개거래,광주 북구
광주광역시 북구 양산동,249-33,249,33,동남맨션3,59.7,202308,27,"8,700",11,1993,효열로35번길 35,, ,중개거래,광주 북구
광주광역시 북구 양산동,1148,1148,0,송지트리뷰,84.8915,202308,7,"25,000",1,2008,연양로117번길 10,, ,직거래,-
광주광역시 북구 양산동,209-8,209,8,우미,49.77,202308,22,"9,000",18,1992,상촌로 24,, ,중개거래,광주 북구
광주광역시 북구 양산동,205-1,205,1,일신1차,59.785,202308,9,"12,700",2,1996,양산택지로79번길 15,, ,중개거래,"광주 북구, 광주 서구"
광주광역시 북구 양산동,205-1,205,1,일신1차,59.785,202308,11,"13,000",1,1996,양산택지로79번길 15,, ,중개거래,광주 북구
광주광역시 북구 양산동,205-6,205,6,일신2차,59.73,202308,15,"16,500",6,1997,상촌로43번길 30,, ,중개거래,광주 북구
